,0,1,2,3,4,5,6,7,8,9,10,11
4590,s,y,s,t,e,m,,,,,,
4591,l,1,,,,,,,,,,
4592,l,2,,,,,,,,,,
4593,f,e,a,t,u,r,e,s,,,,
4594,t,h,e,t,a,,,,,,,
4595,i,n,t,e,r,c,e,p,t,,,
4596,c,o,e,f,f,i,c,i,e,n,t,s
4597,a,c,c,u,r,a,c,y,,,,
4598,a,u,r,o,c,,,,,,,
4599,a,u,p,r,,,,,,,,
4600,s,y,s,t,e,m,,,,,,
4601,l,1,,,,,,,,,,
4602,l,2,,,,,,,,,,
4603,f,e,a,t,u,r,e,s,,,,
4604,t,h,e,t,a,,,,,,,
4605,i,n,t,e,r,c,e,p,t,,,
4606,c,o,e,f,f,i,c,i,e,n,t,s
4607,a,c,c,u,r,a,c,y,,,,
4608,a,u,r,o,c,,,,,,,
4609,a,u,p,r,,,,,,,,
4610,s,y,s,t,e,m,,,,,,
4611,l,1,,,,,,,,,,
4612,l,2,,,,,,,,,,
4613,f,e,a,t,u,r,e,s,,,,
4614,t,h,e,t,a,,,,,,,
4615,i,n,t,e,r,c,e,p,t,,,
4616,c,o,e,f,f,i,c,i,e,n,t,s
4617,a,c,c,u,r,a,c,y,,,,
4618,a,u,r,o,c,,,,,,,
4619,a,u,p,r,,,,,,,,
4620,s,y,s,t,e,m,,,,,,
4621,l,1,,,,,,,,,,
4622,l,2,,,,,,,,,,
4623,f,e,a,t,u,r,e,s,,,,
4624,t,h,e,t,a,,,,,,,
4625,i,n,t,e,r,c,e,p,t,,,
4626,c,o,e,f,f,i,c,i,e,n,t,s
4627,a,c,c,u,r,a,c,y,,,,
4628,a,u,r,o,c,,,,,,,
4629,a,u,p,r,,,,,,,,
4630,s,y,s,t,e,m,,,,,,
4631,l,1,,,,,,,,,,
4632,l,2,,,,,,,,,,
4633,f,e,a,t,u,r,e,s,,,,
4634,t,h,e,t,a,,,,,,,
4635,i,n,t,e,r,c,e,p,t,,,
4636,c,o,e,f,f,i,c,i,e,n,t,s
4637,a,c,c,u,r,a,c,y,,,,
4638,a,u,r,o,c,,,,,,,
4639,a,u,p,r,,,,,,,,
4640,s,y,s,t,e,m,,,,,,
4641,l,1,,,,,,,,,,
4642,l,2,,,,,,,,,,
4643,f,e,a,t,u,r,e,s,,,,
4644,t,h,e,t,a,,,,,,,
4645,i,n,t,e,r,c,e,p,t,,,
4646,c,o,e,f,f,i,c,i,e,n,t,s
4647,a,c,c,u,r,a,c,y,,,,
4648,a,u,r,o,c,,,,,,,
4649,a,u,p,r,,,,,,,,
4650,s,y,s,t,e,m,,,,,,
4651,l,1,,,,,,,,,,
4652,l,2,,,,,,,,,,
4653,f,e,a,t,u,r,e,s,,,,
4654,t,h,e,t,a,,,,,,,
4655,i,n,t,e,r,c,e,p,t,,,
4656,c,o,e,f,f,i,c,i,e,n,t,s
4657,a,c,c,u,r,a,c,y,,,,
4658,a,u,r,o,c,,,,,,,
4659,a,u,p,r,,,,,,,,
4660,s,y,s,t,e,m,,,,,,
4661,l,1,,,,,,,,,,
4662,l,2,,,,,,,,,,
4663,f,e,a,t,u,r,e,s,,,,
4664,t,h,e,t,a,,,,,,,
4665,i,n,t,e,r,c,e,p,t,,,
4666,c,o,e,f,f,i,c,i,e,n,t,s
4667,a,c,c,u,r,a,c,y,,,,
4668,a,u,r,o,c,,,,,,,
4669,a,u,p,r,,,,,,,,
4670,s,y,s,t,e,m,,,,,,
4671,l,1,,,,,,,,,,
4672,l,2,,,,,,,,,,
4673,f,e,a,t,u,r,e,s,,,,
4674,t,h,e,t,a,,,,,,,
4675,i,n,t,e,r,c,e,p,t,,,
4676,c,o,e,f,f,i,c,i,e,n,t,s
4677,a,c,c,u,r,a,c,y,,,,
4678,a,u,r,o,c,,,,,,,
4679,a,u,p,r,,,,,,,,
4680,s,y,s,t,e,m,,,,,,
4681,l,1,,,,,,,,,,
4682,l,2,,,,,,,,,,
4683,f,e,a,t,u,r,e,s,,,,
4684,t,h,e,t,a,,,,,,,
4685,i,n,t,e,r,c,e,p,t,,,
4686,c,o,e,f,f,i,c,i,e,n,t,s
4687,a,c,c,u,r,a,c,y,,,,
4688,a,u,r,o,c,,,,,,,
4689,a,u,p,r,,,,,,,,
4690,s,y,s,t,e,m,,,,,,
4691,l,1,,,,,,,,,,
4692,l,2,,,,,,,,,,
4693,f,e,a,t,u,r,e,s,,,,
4694,t,h,e,t,a,,,,,,,
4695,i,n,t,e,r,c,e,p,t,,,
4696,c,o,e,f,f,i,c,i,e,n,t,s
4697,a,c,c,u,r,a,c,y,,,,
4698,a,u,r,o,c,,,,,,,
4699,a,u,p,r,,,,,,,,
4700,s,y,s,t,e,m,,,,,,
4701,l,1,,,,,,,,,,
4702,l,2,,,,,,,,,,
4703,f,e,a,t,u,r,e,s,,,,
4704,t,h,e,t,a,,,,,,,
4705,i,n,t,e,r,c,e,p,t,,,
4706,c,o,e,f,f,i,c,i,e,n,t,s
4707,a,c,c,u,r,a,c,y,,,,
4708,a,u,r,o,c,,,,,,,
4709,a,u,p,r,,,,,,,,
4710,s,y,s,t,e,m,,,,,,
4711,l,1,,,,,,,,,,
4712,l,2,,,,,,,,,,
4713,f,e,a,t,u,r,e,s,,,,
4714,t,h,e,t,a,,,,,,,
4715,i,n,t,e,r,c,e,p,t,,,
4716,c,o,e,f,f,i,c,i,e,n,t,s
4717,a,c,c,u,r,a,c,y,,,,
4718,a,u,r,o,c,,,,,,,
4719,a,u,p,r,,,,,,,,
4720,s,y,s,t,e,m,,,,,,
4721,l,1,,,,,,,,,,
4722,l,2,,,,,,,,,,
4723,f,e,a,t,u,r,e,s,,,,
4724,t,h,e,t,a,,,,,,,
4725,i,n,t,e,r,c,e,p,t,,,
4726,c,o,e,f,f,i,c,i,e,n,t,s
4727,a,c,c,u,r,a,c,y,,,,
4728,a,u,r,o,c,,,,,,,
4729,a,u,p,r,,,,,,,,
4730,s,y,s,t,e,m,,,,,,
4731,l,1,,,,,,,,,,
4732,l,2,,,,,,,,,,
4733,f,e,a,t,u,r,e,s,,,,
4734,t,h,e,t,a,,,,,,,
4735,i,n,t,e,r,c,e,p,t,,,
4736,c,o,e,f,f,i,c,i,e,n,t,s
4737,a,c,c,u,r,a,c,y,,,,
4738,a,u,r,o,c,,,,,,,
4739,a,u,p,r,,,,,,,,
4740,s,y,s,t,e,m,,,,,,
4741,l,1,,,,,,,,,,
4742,l,2,,,,,,,,,,
4743,f,e,a,t,u,r,e,s,,,,
4744,t,h,e,t,a,,,,,,,
4745,i,n,t,e,r,c,e,p,t,,,
4746,c,o,e,f,f,i,c,i,e,n,t,s
4747,a,c,c,u,r,a,c,y,,,,
4748,a,u,r,o,c,,,,,,,
4749,a,u,p,r,,,,,,,,
4750,s,y,s,t,e,m,,,,,,
4751,l,1,,,,,,,,,,
4752,l,2,,,,,,,,,,
4753,f,e,a,t,u,r,e,s,,,,
4754,t,h,e,t,a,,,,,,,
4755,i,n,t,e,r,c,e,p,t,,,
4756,c,o,e,f,f,i,c,i,e,n,t,s
4757,a,c,c,u,r,a,c,y,,,,
4758,a,u,r,o,c,,,,,,,
4759,a,u,p,r,,,,,,,,
4760,s,y,s,t,e,m,,,,,,
4761,l,1,,,,,,,,,,
4762,l,2,,,,,,,,,,
4763,f,e,a,t,u,r,e,s,,,,
4764,t,h,e,t,a,,,,,,,
4765,i,n,t,e,r,c,e,p,t,,,
4766,c,o,e,f,f,i,c,i,e,n,t,s
4767,a,c,c,u,r,a,c,y,,,,
4768,a,u,r,o,c,,,,,,,
4769,a,u,p,r,,,,,,,,
4770,s,y,s,t,e,m,,,,,,
4771,l,1,,,,,,,,,,
4772,l,2,,,,,,,,,,
4773,f,e,a,t,u,r,e,s,,,,
4774,t,h,e,t,a,,,,,,,
4775,i,n,t,e,r,c,e,p,t,,,
4776,c,o,e,f,f,i,c,i,e,n,t,s
4777,a,c,c,u,r,a,c,y,,,,
4778,a,u,r,o,c,,,,,,,
4779,a,u,p,r,,,,,,,,
4780,s,y,s,t,e,m,,,,,,
4781,l,1,,,,,,,,,,
4782,l,2,,,,,,,,,,
4783,f,e,a,t,u,r,e,s,,,,
4784,t,h,e,t,a,,,,,,,
4785,i,n,t,e,r,c,e,p,t,,,
4786,c,o,e,f,f,i,c,i,e,n,t,s
4787,a,c,c,u,r,a,c,y,,,,
4788,a,u,r,o,c,,,,,,,
4789,a,u,p,r,,,,,,,,
4790,s,y,s,t,e,m,,,,,,
4791,l,1,,,,,,,,,,
4792,l,2,,,,,,,,,,
4793,f,e,a,t,u,r,e,s,,,,
4794,t,h,e,t,a,,,,,,,
4795,i,n,t,e,r,c,e,p,t,,,
4796,c,o,e,f,f,i,c,i,e,n,t,s
4797,a,c,c,u,r,a,c,y,,,,
4798,a,u,r,o,c,,,,,,,
4799,a,u,p,r,,,,,,,,
4800,s,y,s,t,e,m,,,,,,
4801,l,1,,,,,,,,,,
4802,l,2,,,,,,,,,,
4803,f,e,a,t,u,r,e,s,,,,
4804,t,h,e,t,a,,,,,,,
4805,i,n,t,e,r,c,e,p,t,,,
4806,c,o,e,f,f,i,c,i,e,n,t,s
4807,a,c,c,u,r,a,c,y,,,,
4808,a,u,r,o,c,,,,,,,
4809,a,u,p,r,,,,,,,,
4810,s,y,s,t,e,m,,,,,,
4811,l,1,,,,,,,,,,
4812,l,2,,,,,,,,,,
4813,f,e,a,t,u,r,e,s,,,,
4814,t,h,e,t,a,,,,,,,
4815,i,n,t,e,r,c,e,p,t,,,
4816,c,o,e,f,f,i,c,i,e,n,t,s
4817,a,c,c,u,r,a,c,y,,,,
4818,a,u,r,o,c,,,,,,,
4819,a,u,p,r,,,,,,,,
4820,s,y,s,t,e,m,,,,,,
4821,l,1,,,,,,,,,,
4822,l,2,,,,,,,,,,
4823,f,e,a,t,u,r,e,s,,,,
4824,t,h,e,t,a,,,,,,,
4825,i,n,t,e,r,c,e,p,t,,,
4826,c,o,e,f,f,i,c,i,e,n,t,s
4827,a,c,c,u,r,a,c,y,,,,
4828,a,u,r,o,c,,,,,,,
4829,a,u,p,r,,,,,,,,
4830,s,y,s,t,e,m,,,,,,
4831,l,1,,,,,,,,,,
4832,l,2,,,,,,,,,,
4833,f,e,a,t,u,r,e,s,,,,
4834,t,h,e,t,a,,,,,,,
4835,i,n,t,e,r,c,e,p,t,,,
4836,c,o,e,f,f,i,c,i,e,n,t,s
4837,a,c,c,u,r,a,c,y,,,,
4838,a,u,r,o,c,,,,,,,
4839,a,u,p,r,,,,,,,,
4840,s,y,s,t,e,m,,,,,,
4841,l,1,,,,,,,,,,
4842,l,2,,,,,,,,,,
4843,f,e,a,t,u,r,e,s,,,,
4844,t,h,e,t,a,,,,,,,
4845,i,n,t,e,r,c,e,p,t,,,
4846,c,o,e,f,f,i,c,i,e,n,t,s
4847,a,c,c,u,r,a,c,y,,,,
4848,a,u,r,o,c,,,,,,,
4849,a,u,p,r,,,,,,,,
4850,s,y,s,t,e,m,,,,,,
4851,l,1,,,,,,,,,,
4852,l,2,,,,,,,,,,
4853,f,e,a,t,u,r,e,s,,,,
4854,t,h,e,t,a,,,,,,,
4855,i,n,t,e,r,c,e,p,t,,,
4856,c,o,e,f,f,i,c,i,e,n,t,s
4857,a,c,c,u,r,a,c,y,,,,
4858,a,u,r,o,c,,,,,,,
4859,a,u,p,r,,,,,,,,
4860,s,y,s,t,e,m,,,,,,
4861,l,1,,,,,,,,,,
4862,l,2,,,,,,,,,,
4863,f,e,a,t,u,r,e,s,,,,
4864,t,h,e,t,a,,,,,,,
4865,i,n,t,e,r,c,e,p,t,,,
4866,c,o,e,f,f,i,c,i,e,n,t,s
4867,a,c,c,u,r,a,c,y,,,,
4868,a,u,r,o,c,,,,,,,
4869,a,u,p,r,,,,,,,,
4870,s,y,s,t,e,m,,,,,,
4871,l,1,,,,,,,,,,
4872,l,2,,,,,,,,,,
4873,f,e,a,t,u,r,e,s,,,,
4874,t,h,e,t,a,,,,,,,
4875,i,n,t,e,r,c,e,p,t,,,
4876,c,o,e,f,f,i,c,i,e,n,t,s
4877,a,c,c,u,r,a,c,y,,,,
4878,a,u,r,o,c,,,,,,,
4879,a,u,p,r,,,,,,,,
4880,s,y,s,t,e,m,,,,,,
4881,l,1,,,,,,,,,,
4882,l,2,,,,,,,,,,
4883,f,e,a,t,u,r,e,s,,,,
4884,t,h,e,t,a,,,,,,,
4885,i,n,t,e,r,c,e,p,t,,,
4886,c,o,e,f,f,i,c,i,e,n,t,s
4887,a,c,c,u,r,a,c,y,,,,
4888,a,u,r,o,c,,,,,,,
4889,a,u,p,r,,,,,,,,
4890,s,y,s,t,e,m,,,,,,
4891,l,1,,,,,,,,,,
4892,l,2,,,,,,,,,,
4893,f,e,a,t,u,r,e,s,,,,
4894,t,h,e,t,a,,,,,,,
4895,i,n,t,e,r,c,e,p,t,,,
4896,c,o,e,f,f,i,c,i,e,n,t,s
4897,a,c,c,u,r,a,c,y,,,,
4898,a,u,r,o,c,,,,,,,
4899,a,u,p,r,,,,,,,,
4900,s,y,s,t,e,m,,,,,,
4901,l,1,,,,,,,,,,
4902,l,2,,,,,,,,,,
4903,f,e,a,t,u,r,e,s,,,,
4904,t,h,e,t,a,,,,,,,
4905,i,n,t,e,r,c,e,p,t,,,
4906,c,o,e,f,f,i,c,i,e,n,t,s
4907,a,c,c,u,r,a,c,y,,,,
4908,a,u,r,o,c,,,,,,,
4909,a,u,p,r,,,,,,,,
4910,s,y,s,t,e,m,,,,,,
4911,l,1,,,,,,,,,,
4912,l,2,,,,,,,,,,
4913,f,e,a,t,u,r,e,s,,,,
4914,t,h,e,t,a,,,,,,,
4915,i,n,t,e,r,c,e,p,t,,,
4916,c,o,e,f,f,i,c,i,e,n,t,s
4917,a,c,c,u,r,a,c,y,,,,
4918,a,u,r,o,c,,,,,,,
4919,a,u,p,r,,,,,,,,
4920,s,y,s,t,e,m,,,,,,
4921,l,1,,,,,,,,,,
4922,l,2,,,,,,,,,,
4923,f,e,a,t,u,r,e,s,,,,
4924,t,h,e,t,a,,,,,,,
4925,i,n,t,e,r,c,e,p,t,,,
4926,c,o,e,f,f,i,c,i,e,n,t,s
4927,a,c,c,u,r,a,c,y,,,,
4928,a,u,r,o,c,,,,,,,
4929,a,u,p,r,,,,,,,,
4930,s,y,s,t,e,m,,,,,,
4931,l,1,,,,,,,,,,
4932,l,2,,,,,,,,,,
4933,f,e,a,t,u,r,e,s,,,,
4934,t,h,e,t,a,,,,,,,
4935,i,n,t,e,r,c,e,p,t,,,
4936,c,o,e,f,f,i,c,i,e,n,t,s
4937,a,c,c,u,r,a,c,y,,,,
4938,a,u,r,o,c,,,,,,,
4939,a,u,p,r,,,,,,,,
4940,s,y,s,t,e,m,,,,,,
4941,l,1,,,,,,,,,,
4942,l,2,,,,,,,,,,
4943,f,e,a,t,u,r,e,s,,,,
4944,t,h,e,t,a,,,,,,,
4945,i,n,t,e,r,c,e,p,t,,,
4946,c,o,e,f,f,i,c,i,e,n,t,s
4947,a,c,c,u,r,a,c,y,,,,
4948,a,u,r,o,c,,,,,,,
4949,a,u,p,r,,,,,,,,
4950,s,y,s,t,e,m,,,,,,
4951,l,1,,,,,,,,,,
4952,l,2,,,,,,,,,,
4953,f,e,a,t,u,r,e,s,,,,
4954,t,h,e,t,a,,,,,,,
4955,i,n,t,e,r,c,e,p,t,,,
4956,c,o,e,f,f,i,c,i,e,n,t,s
4957,a,c,c,u,r,a,c,y,,,,
4958,a,u,r,o,c,,,,,,,
4959,a,u,p,r,,,,,,,,
4960,s,y,s,t,e,m,,,,,,
4961,l,1,,,,,,,,,,
4962,l,2,,,,,,,,,,
4963,f,e,a,t,u,r,e,s,,,,
4964,t,h,e,t,a,,,,,,,
4965,i,n,t,e,r,c,e,p,t,,,
4966,c,o,e,f,f,i,c,i,e,n,t,s
4967,a,c,c,u,r,a,c,y,,,,
4968,a,u,r,o,c,,,,,,,
4969,a,u,p,r,,,,,,,,
4970,s,y,s,t,e,m,,,,,,
4971,l,1,,,,,,,,,,
4972,l,2,,,,,,,,,,
4973,f,e,a,t,u,r,e,s,,,,
4974,t,h,e,t,a,,,,,,,
4975,i,n,t,e,r,c,e,p,t,,,
4976,c,o,e,f,f,i,c,i,e,n,t,s
4977,a,c,c,u,r,a,c,y,,,,
4978,a,u,r,o,c,,,,,,,
4979,a,u,p,r,,,,,,,,
4980,s,y,s,t,e,m,,,,,,
4981,l,1,,,,,,,,,,
4982,l,2,,,,,,,,,,
4983,f,e,a,t,u,r,e,s,,,,
4984,t,h,e,t,a,,,,,,,
4985,i,n,t,e,r,c,e,p,t,,,
4986,c,o,e,f,f,i,c,i,e,n,t,s
4987,a,c,c,u,r,a,c,y,,,,
4988,a,u,r,o,c,,,,,,,
4989,a,u,p,r,,,,,,,,
4990,s,y,s,t,e,m,,,,,,
4991,l,1,,,,,,,,,,
4992,l,2,,,,,,,,,,
4993,f,e,a,t,u,r,e,s,,,,
4994,t,h,e,t,a,,,,,,,
4995,i,n,t,e,r,c,e,p,t,,,
4996,c,o,e,f,f,i,c,i,e,n,t,s
4997,a,c,c,u,r,a,c,y,,,,
4998,a,u,r,o,c,,,,,,,
4999,a,u,p,r,,,,,,,,
5000,s,y,s,t,e,m,,,,,,
5001,l,1,,,,,,,,,,
5002,l,2,,,,,,,,,,
5003,f,e,a,t,u,r,e,s,,,,
5004,t,h,e,t,a,,,,,,,
5005,i,n,t,e,r,c,e,p,t,,,
5006,c,o,e,f,f,i,c,i,e,n,t,s
5007,a,c,c,u,r,a,c,y,,,,
5008,a,u,r,o,c,,,,,,,
5009,a,u,p,r,,,,,,,,
5010,s,y,s,t,e,m,,,,,,
5011,l,1,,,,,,,,,,
5012,l,2,,,,,,,,,,
5013,f,e,a,t,u,r,e,s,,,,
5014,t,h,e,t,a,,,,,,,
5015,i,n,t,e,r,c,e,p,t,,,
5016,c,o,e,f,f,i,c,i,e,n,t,s
5017,a,c,c,u,r,a,c,y,,,,
5018,a,u,r,o,c,,,,,,,
5019,a,u,p,r,,,,,,,,
5020,s,y,s,t,e,m,,,,,,
5021,l,1,,,,,,,,,,
5022,l,2,,,,,,,,,,
5023,f,e,a,t,u,r,e,s,,,,
5024,t,h,e,t,a,,,,,,,
5025,i,n,t,e,r,c,e,p,t,,,
5026,c,o,e,f,f,i,c,i,e,n,t,s
5027,a,c,c,u,r,a,c,y,,,,
5028,a,u,r,o,c,,,,,,,
5029,a,u,p,r,,,,,,,,
5030,s,y,s,t,e,m,,,,,,
5031,l,1,,,,,,,,,,
5032,l,2,,,,,,,,,,
5033,f,e,a,t,u,r,e,s,,,,
5034,t,h,e,t,a,,,,,,,
5035,i,n,t,e,r,c,e,p,t,,,
5036,c,o,e,f,f,i,c,i,e,n,t,s
5037,a,c,c,u,r,a,c,y,,,,
5038,a,u,r,o,c,,,,,,,
5039,a,u,p,r,,,,,,,,
5040,s,y,s,t,e,m,,,,,,
5041,l,1,,,,,,,,,,
5042,l,2,,,,,,,,,,
5043,f,e,a,t,u,r,e,s,,,,
5044,t,h,e,t,a,,,,,,,
5045,i,n,t,e,r,c,e,p,t,,,
5046,c,o,e,f,f,i,c,i,e,n,t,s
5047,a,c,c,u,r,a,c,y,,,,
5048,a,u,r,o,c,,,,,,,
5049,a,u,p,r,,,,,,,,
5050,s,y,s,t,e,m,,,,,,
5051,l,1,,,,,,,,,,
5052,l,2,,,,,,,,,,
5053,f,e,a,t,u,r,e,s,,,,
5054,t,h,e,t,a,,,,,,,
5055,i,n,t,e,r,c,e,p,t,,,
5056,c,o,e,f,f,i,c,i,e,n,t,s
5057,a,c,c,u,r,a,c,y,,,,
5058,a,u,r,o,c,,,,,,,
5059,a,u,p,r,,,,,,,,
5060,s,y,s,t,e,m,,,,,,
5061,l,1,,,,,,,,,,
5062,l,2,,,,,,,,,,
5063,f,e,a,t,u,r,e,s,,,,
5064,t,h,e,t,a,,,,,,,
5065,i,n,t,e,r,c,e,p,t,,,
5066,c,o,e,f,f,i,c,i,e,n,t,s
5067,a,c,c,u,r,a,c,y,,,,
5068,a,u,r,o,c,,,,,,,
5069,a,u,p,r,,,,,,,,
5070,s,y,s,t,e,m,,,,,,
5071,l,1,,,,,,,,,,
5072,l,2,,,,,,,,,,
5073,f,e,a,t,u,r,e,s,,,,
5074,t,h,e,t,a,,,,,,,
5075,i,n,t,e,r,c,e,p,t,,,
5076,c,o,e,f,f,i,c,i,e,n,t,s
5077,a,c,c,u,r,a,c,y,,,,
5078,a,u,r,o,c,,,,,,,
5079,a,u,p,r,,,,,,,,
5080,s,y,s,t,e,m,,,,,,
5081,l,1,,,,,,,,,,
5082,l,2,,,,,,,,,,
5083,f,e,a,t,u,r,e,s,,,,
5084,t,h,e,t,a,,,,,,,
5085,i,n,t,e,r,c,e,p,t,,,
5086,c,o,e,f,f,i,c,i,e,n,t,s
5087,a,c,c,u,r,a,c,y,,,,
5088,a,u,r,o,c,,,,,,,
5089,a,u,p,r,,,,,,,,
5090,s,y,s,t,e,m,,,,,,
5091,l,1,,,,,,,,,,
5092,l,2,,,,,,,,,,
5093,f,e,a,t,u,r,e,s,,,,
5094,t,h,e,t,a,,,,,,,
5095,i,n,t,e,r,c,e,p,t,,,
5096,c,o,e,f,f,i,c,i,e,n,t,s
5097,a,c,c,u,r,a,c,y,,,,
5098,a,u,r,o,c,,,,,,,
5099,a,u,p,r,,,,,,,,
5100,s,y,s,t,e,m,,,,,,
5101,l,1,,,,,,,,,,
5102,l,2,,,,,,,,,,
5103,f,e,a,t,u,r,e,s,,,,
5104,t,h,e,t,a,,,,,,,
5105,i,n,t,e,r,c,e,p,t,,,
5106,c,o,e,f,f,i,c,i,e,n,t,s
5107,a,c,c,u,r,a,c,y,,,,
5108,a,u,r,o,c,,,,,,,
5109,a,u,p,r,,,,,,,,
5110,s,y,s,t,e,m,,,,,,
5111,l,1,,,,,,,,,,
5112,l,2,,,,,,,,,,
5113,f,e,a,t,u,r,e,s,,,,
5114,t,h,e,t,a,,,,,,,
5115,i,n,t,e,r,c,e,p,t,,,
5116,c,o,e,f,f,i,c,i,e,n,t,s
5117,a,c,c,u,r,a,c,y,,,,
5118,a,u,r,o,c,,,,,,,
5119,a,u,p,r,,,,,,,,
5120,s,y,s,t,e,m,,,,,,
5121,l,1,,,,,,,,,,
5122,l,2,,,,,,,,,,
5123,f,e,a,t,u,r,e,s,,,,
5124,t,h,e,t,a,,,,,,,
5125,i,n,t,e,r,c,e,p,t,,,
5126,c,o,e,f,f,i,c,i,e,n,t,s
5127,a,c,c,u,r,a,c,y,,,,
5128,a,u,r,o,c,,,,,,,
5129,a,u,p,r,,,,,,,,
5130,s,y,s,t,e,m,,,,,,
5131,l,1,,,,,,,,,,
5132,l,2,,,,,,,,,,
5133,f,e,a,t,u,r,e,s,,,,
5134,t,h,e,t,a,,,,,,,
5135,i,n,t,e,r,c,e,p,t,,,
5136,c,o,e,f,f,i,c,i,e,n,t,s
5137,a,c,c,u,r,a,c,y,,,,
5138,a,u,r,o,c,,,,,,,
5139,a,u,p,r,,,,,,,,
5140,s,y,s,t,e,m,,,,,,
5141,l,1,,,,,,,,,,
5142,l,2,,,,,,,,,,
5143,f,e,a,t,u,r,e,s,,,,
5144,t,h,e,t,a,,,,,,,
5145,i,n,t,e,r,c,e,p,t,,,
5146,c,o,e,f,f,i,c,i,e,n,t,s
5147,a,c,c,u,r,a,c,y,,,,
5148,a,u,r,o,c,,,,,,,
5149,a,u,p,r,,,,,,,,
5150,s,y,s,t,e,m,,,,,,
5151,l,1,,,,,,,,,,
5152,l,2,,,,,,,,,,
5153,f,e,a,t,u,r,e,s,,,,
5154,t,h,e,t,a,,,,,,,
5155,i,n,t,e,r,c,e,p,t,,,
5156,c,o,e,f,f,i,c,i,e,n,t,s
5157,a,c,c,u,r,a,c,y,,,,
5158,a,u,r,o,c,,,,,,,
5159,a,u,p,r,,,,,,,,
5160,s,y,s,t,e,m,,,,,,
5161,l,1,,,,,,,,,,
5162,l,2,,,,,,,,,,
5163,f,e,a,t,u,r,e,s,,,,
5164,t,h,e,t,a,,,,,,,
5165,i,n,t,e,r,c,e,p,t,,,
5166,c,o,e,f,f,i,c,i,e,n,t,s
5167,a,c,c,u,r,a,c,y,,,,
5168,a,u,r,o,c,,,,,,,
5169,a,u,p,r,,,,,,,,
5170,s,y,s,t,e,m,,,,,,
5171,l,1,,,,,,,,,,
5172,l,2,,,,,,,,,,
5173,f,e,a,t,u,r,e,s,,,,
5174,t,h,e,t,a,,,,,,,
5175,i,n,t,e,r,c,e,p,t,,,
5176,c,o,e,f,f,i,c,i,e,n,t,s
5177,a,c,c,u,r,a,c,y,,,,
5178,a,u,r,o,c,,,,,,,
5179,a,u,p,r,,,,,,,,
5180,s,y,s,t,e,m,,,,,,
5181,l,1,,,,,,,,,,
5182,l,2,,,,,,,,,,
5183,f,e,a,t,u,r,e,s,,,,
5184,t,h,e,t,a,,,,,,,
5185,i,n,t,e,r,c,e,p,t,,,
5186,c,o,e,f,f,i,c,i,e,n,t,s
5187,a,c,c,u,r,a,c,y,,,,
5188,a,u,r,o,c,,,,,,,
5189,a,u,p,r,,,,,,,,
5190,s,y,s,t,e,m,,,,,,
5191,l,1,,,,,,,,,,
5192,l,2,,,,,,,,,,
5193,f,e,a,t,u,r,e,s,,,,
5194,t,h,e,t,a,,,,,,,
5195,i,n,t,e,r,c,e,p,t,,,
5196,c,o,e,f,f,i,c,i,e,n,t,s
5197,a,c,c,u,r,a,c,y,,,,
5198,a,u,r,o,c,,,,,,,
5199,a,u,p,r,,,,,,,,
5200,s,y,s,t,e,m,,,,,,
5201,l,1,,,,,,,,,,
5202,l,2,,,,,,,,,,
5203,f,e,a,t,u,r,e,s,,,,
5204,t,h,e,t,a,,,,,,,
5205,i,n,t,e,r,c,e,p,t,,,
5206,c,o,e,f,f,i,c,i,e,n,t,s
5207,a,c,c,u,r,a,c,y,,,,
5208,a,u,r,o,c,,,,,,,
5209,a,u,p,r,,,,,,,,
5210,s,y,s,t,e,m,,,,,,
5211,l,1,,,,,,,,,,
5212,l,2,,,,,,,,,,
5213,f,e,a,t,u,r,e,s,,,,
5214,t,h,e,t,a,,,,,,,
5215,i,n,t,e,r,c,e,p,t,,,
5216,c,o,e,f,f,i,c,i,e,n,t,s
5217,a,c,c,u,r,a,c,y,,,,
5218,a,u,r,o,c,,,,,,,
5219,a,u,p,r,,,,,,,,
5220,s,y,s,t,e,m,,,,,,
5221,l,1,,,,,,,,,,
5222,l,2,,,,,,,,,,
5223,f,e,a,t,u,r,e,s,,,,
5224,t,h,e,t,a,,,,,,,
5225,i,n,t,e,r,c,e,p,t,,,
5226,c,o,e,f,f,i,c,i,e,n,t,s
5227,a,c,c,u,r,a,c,y,,,,
5228,a,u,r,o,c,,,,,,,
5229,a,u,p,r,,,,,,,,
5230,s,y,s,t,e,m,,,,,,
5231,l,1,,,,,,,,,,
5232,l,2,,,,,,,,,,
5233,f,e,a,t,u,r,e,s,,,,
5234,t,h,e,t,a,,,,,,,
5235,i,n,t,e,r,c,e,p,t,,,
5236,c,o,e,f,f,i,c,i,e,n,t,s
5237,a,c,c,u,r,a,c,y,,,,
5238,a,u,r,o,c,,,,,,,
5239,a,u,p,r,,,,,,,,
5240,s,y,s,t,e,m,,,,,,
5241,l,1,,,,,,,,,,
5242,l,2,,,,,,,,,,
5243,f,e,a,t,u,r,e,s,,,,
5244,t,h,e,t,a,,,,,,,
5245,i,n,t,e,r,c,e,p,t,,,
5246,c,o,e,f,f,i,c,i,e,n,t,s
5247,a,c,c,u,r,a,c,y,,,,
5248,a,u,r,o,c,,,,,,,
5249,a,u,p,r,,,,,,,,
5250,s,y,s,t,e,m,,,,,,
5251,l,1,,,,,,,,,,
